id,year,month,day,hour,station_id,bikes_available,predict
2221,2013,12,2,13,0,10.0,0
2222,2013,12,2,14,0,10.0,0
2223,2013,12,2,15,0,12.0,0
2224,2013,12,2,16,0,12.0,0
2225,2013,12,2,17,0,20.0,0
2226,2013,12,2,18,0,19.0,0
2227,2013,12,2,19,0,18.0,0
2228,2013,12,2,20,0,19.0,0
2229,2013,12,2,21,0,19.0,0
2230,2013,12,2,22,0,20.0,0
2231,2013,12,2,23,0,18.0,0
2232,2013,12,3,0,0,17.0,0
2233,2013,12,3,1,0,17.0,0
2234,2013,12,3,2,0,17.0,0
2235,2013,12,3,3,0,17.0,0
2236,2013,12,3,4,0,17.0,0
2237,2013,12,3,5,0,17.0,0
2238,2013,12,3,6,0,19.0,0
2239,2013,12,3,7,0,20.0,0
2240,2013,12,3,8,0,18.0,0
2241,2013,12,3,9,0,13.0,0
2242,2013,12,3,10,0,13.0,0
2243,2013,12,3,11,0,11.0,0
2244,2013,12,3,12,0,9.0,0
2245,2013,12,3,13,0,8.0,0
2246,2013,12,3,14,0,8.0,0
2247,2013,12,3,15,0,8.0,0
2248,2013,12,3,16,0,8.0,0
2249,2013,12,3,17,0,13.0,0
2250,2013,12,3,18,0,14.0,0
2251,2013,12,3,19,0,10.0,0
2252,2013,12,3,20,0,7.0,0
2253,2013,12,3,21,0,7.0,0
2254,2013,12,3,22,0,6.0,0
2255,2013,12,3,23,0,6.0,0
2256,2013,12,4,0,0,6.0,0
2257,2013,12,4,1,0,6.0,0
2258,2013,12,4,2,0,6.0,0
2259,2013,12,4,3,0,6.0,0
2260,2013,12,4,4,0,6.0,0
2261,2013,12,4,5,0,6.0,0
2262,2013,12,4,6,0,7.0,0
2263,2013,12,4,7,0,8.0,0
2264,2013,12,4,8,0,9.0,0
2265,2013,12,4,9,0,1.0,0
2266,2013,12,4,10,0,1.0,0
2267,2013,12,4,11,0,0.0,0
2268,2013,12,4,12,0,5.0,0
2269,2013,12,4,13,0,5.0,0
2270,2013,12,4,14,0,5.0,0
2271,2013,12,4,15,0,4.0,0
2272,2013,12,4,16,0,3.0,0
2273,2013,12,4,17,0,10.0,0
2274,2013,12,4,18,0,9.0,0
2275,2013,12,4,19,0,12.0,0
2276,2013,12,4,20,0,14.0,0
2277,2013,12,4,21,0,15.0,0
2278,2013,12,4,22,0,14.0,0
2279,2013,12,4,23,0,15.0,0
2280,2013,12,5,0,0,14.0,0
2281,2013,12,5,1,0,14.0,0
2282,2013,12,5,2,0,14.0,0
2283,2013,12,5,3,0,14.0,0
2284,2013,12,5,4,0,14.0,0
2285,2013,12,5,5,0,14.0,0
2286,2013,12,5,6,0,16.0,0
2287,2013,12,5,7,0,16.0,0
2288,2013,12,5,8,0,17.0,0
2289,2013,12,5,9,0,14.0,0
2290,2013,12,5,10,0,12.0,0
2291,2013,12,5,11,0,9.0,0
2292,2013,12,5,12,0,9.0,0
2293,2013,12,5,13,0,9.0,0
2294,2013,12,5,14,0,9.0,0
2295,2013,12,5,15,0,9.0,0
2296,2013,12,5,16,0,9.0,0
2297,2013,12,5,17,0,15.0,0
2298,2013,12,5,18,0,14.0,0
2299,2013,12,5,19,0,13.0,0
2300,2013,12,5,20,0,13.0,0
2301,2013,12,5,21,0,13.0,0
2302,2013,12,5,22,0,13.0,0
2303,2013,12,5,23,0,13.0,0
2304,2013,12,6,0,0,13.0,0
2305,2013,12,6,1,0,13.0,0
2306,2013,12,6,2,0,13.0,0
2307,2013,12,6,3,0,13.0,0
2308,2013,12,6,4,0,13.0,0
2309,2013,12,6,5,0,13.0,0
2310,2013,12,6,6,0,14.0,0
2311,2013,12,6,7,0,14.0,0
2312,2013,12,6,8,0,11.0,0
2313,2013,12,6,9,0,10.0,0
2314,2013,12,6,10,0,12.0,0
2315,2013,12,6,11,0,9.0,0
2316,2013,12,6,12,0,10.0,0
2317,2013,12,6,13,0,10.0,0
2318,2013,12,6,14,0,10.0,0
2319,2013,12,6,15,0,11.0,0
2320,2013,12,6,16,0,14.0,0
2321,2013,12,6,17,0,17.0,0
2322,2013,12,6,18,0,20.0,0
2323,2013,12,6,19,0,20.0,0
2324,2013,12,6,20,0,18.0,0
2325,2013,12,6,21,0,18.0,0
2326,2013,12,6,22,0,18.0,0
2327,2013,12,6,23,0,18.0,0
2328,2013,12,7,0,0,18.0,0
2329,2013,12,7,1,0,17.0,0
2330,2013,12,7,2,0,17.0,0
2331,2013,12,7,3,0,17.0,0
2332,2013,12,7,4,0,17.0,0
2333,2013,12,7,5,0,17.0,0
2334,2013,12,7,6,0,17.0,0
2335,2013,12,7,7,0,17.0,0
2336,2013,12,7,8,0,17.0,0
2337,2013,12,7,9,0,14.0,0
2338,2013,12,7,10,0,14.0,0
2339,2013,12,7,11,0,14.0,0
2340,2013,12,7,12,0,13.0,0
2341,2013,12,7,13,0,14.0,0
2342,2013,12,7,14,0,14.0,0
2343,2013,12,7,15,0,14.0,0
2344,2013,12,7,16,0,14.0,0
2345,2013,12,7,17,0,14.0,0
2346,2013,12,7,18,0,15.0,0
2347,2013,12,7,19,0,15.0,0
2348,2013,12,7,20,0,15.0,0
2349,2013,12,7,21,0,15.0,0
2350,2013,12,7,22,0,15.0,0
2351,2013,12,7,23,0,15.0,0
2352,2013,12,8,0,0,15.0,0
2353,2013,12,8,1,0,15.0,0
2354,2013,12,8,2,0,14.0,0
2355,2013,12,8,3,0,14.0,0
2356,2013,12,8,4,0,14.0,0
2357,2013,12,8,5,0,14.0,0
2358,2013,12,8,6,0,14.0,0
2359,2013,12,8,7,0,14.0,0
2360,2013,12,8,8,0,16.0,0
2361,2013,12,8,9,0,16.0,0
2362,2013,12,8,10,0,16.0,0
2363,2013,12,8,11,0,16.0,0
2364,2013,12,8,12,0,16.0,0
2365,2013,12,8,13,0,15.0,0
2366,2013,12,8,14,0,15.0,0
2367,2013,12,8,15,0,15.0,0
2368,2013,12,8,16,0,15.0,0
2369,2013,12,8,17,0,15.0,0
2370,2013,12,8,18,0,15.0,0
2371,2013,12,8,19,0,15.0,0
2372,2013,12,8,20,0,15.0,0
2373,2013,12,8,21,0,15.0,0
2374,2013,12,8,22,0,14.0,0
2375,2013,12,8,23,0,14.0,0
2376,2013,12,9,0,0,14.0,0
2377,2013,12,9,1,0,14.0,0
2378,2013,12,9,2,0,14.0,0
2379,2013,12,9,3,0,14.0,0
2380,2013,12,9,4,0,14.0,0
2381,2013,12,9,5,0,13.0,0
2382,2013,12,9,6,0,15.0,0
2383,2013,12,9,7,0,16.0,0
2384,2013,12,9,8,0,15.0,0
2385,2013,12,9,9,0,11.0,0
2386,2013,12,9,10,0,11.0,0
2387,2013,12,9,11,0,8.0,0
2388,2013,12,9,12,0,15.0,0
2389,2013,12,9,13,0,15.0,0
2390,2013,12,9,14,0,14.0,0
2391,2013,12,9,15,0,15.0,0
2392,2013,12,9,16,0,15.0,0
2393,2013,12,9,17,0,19.0,0
2394,2013,12,9,18,0,18.0,0
2395,2013,12,9,19,0,19.0,0
2396,2013,12,9,20,0,18.0,0
2397,2013,12,9,21,0,18.0,0
2398,2013,12,9,22,0,19.0,0
2399,2013,12,9,23,0,18.0,0
2400,2013,12,10,0,0,18.0,0
2401,2013,12,10,1,0,18.0,0
2402,2013,12,10,2,0,18.0,0
2403,2013,12,10,3,0,18.0,0
2404,2013,12,10,4,0,18.0,0
2405,2013,12,10,5,0,18.0,0
2406,2013,12,10,6,0,19.0,0
2407,2013,12,10,7,0,20.0,0
2408,2013,12,10,8,0,21.0,0
2409,2013,12,10,9,0,18.0,0
2410,2013,12,10,10,0,17.0,0
2411,2013,12,10,11,0,15.0,0
2412,2013,12,10,12,0,15.0,0
2413,2013,12,10,13,0,15.0,0
2414,2013,12,10,14,0,15.0,0
2415,2013,12,10,15,0,16.0,0
2416,2013,12,10,16,0,16.0,0
2417,2013,12,10,17,0,20.0,0
2418,2013,12,10,18,0,21.0,0
2419,2013,12,10,19,0,21.0,0
2420,2013,12,10,20,0,20.0,0
2421,2013,12,10,21,0,20.0,0
2422,2013,12,10,22,0,20.0,0
2423,2013,12,10,23,0,20.0,0
2424,2013,12,11,0,0,19.0,0
2425,2013,12,11,1,0,19.0,0
2426,2013,12,11,2,0,19.0,0
2427,2013,12,11,3,0,19.0,0
2428,2013,12,11,4,0,19.0,0
2429,2013,12,11,5,0,19.0,0
2430,2013,12,11,6,0,20.0,0
2431,2013,12,11,7,0,20.0,0
2432,2013,12,11,8,0,18.0,0
2433,2013,12,11,9,0,13.0,0
2434,2013,12,11,10,0,13.0,0
2435,2013,12,11,11,0,11.0,0
2436,2013,12,11,12,0,12.0,0
2437,2013,12,11,13,0,13.0,0
2438,2013,12,11,14,0,11.0,0
2439,2013,12,11,15,0,11.0,0
2440,2013,12,11,16,0,11.0,0
2441,2013,12,11,17,0,18.0,0
2442,2013,12,11,18,0,19.0,0
2443,2013,12,11,19,0,15.0,0
2444,2013,12,11,20,0,14.0,0
2445,2013,12,11,21,0,15.0,0
2446,2013,12,11,22,0,14.0,0
2447,2013,12,11,23,0,14.0,0
2448,2013,12,12,0,0,14.0,0
2449,2013,12,12,1,0,15.0,0
2450,2013,12,12,2,0,15.0,0
2451,2013,12,12,3,0,14.0,0
2452,2013,12,12,4,0,15.0,0
2453,2013,12,12,5,0,15.0,0
2454,2013,12,12,6,0,16.0,0
2455,2013,12,12,7,0,16.0,0
2456,2013,12,12,8,0,18.0,0
2457,2013,12,12,9,0,13.0,0
2458,2013,12,12,10,0,11.0,0
2459,2013,12,12,11,0,14.0,0
2460,2013,12,12,12,0,14.0,0
2461,2013,12,12,13,0,14.0,0
2462,2013,12,12,14,0,14.0,0
2463,2013,12,12,15,0,15.0,0
2464,2013,12,12,16,0,15.0,0
2465,2013,12,12,17,0,17.0,0
2466,2013,12,12,18,0,18.0,0
2467,2013,12,12,19,0,17.0,0
2468,2013,12,12,20,0,17.0,0
2469,2013,12,12,21,0,13.0,0
2470,2013,12,12,22,0,13.0,0
2471,2013,12,12,23,0,13.0,0
2472,2013,12,13,0,0,13.0,0
2473,2013,12,13,1,0,12.0,0
2474,2013,12,13,2,0,11.0,0
2475,2013,12,13,3,0,11.0,0
2476,2013,12,13,4,0,11.0,0
2477,2013,12,13,5,0,11.0,0
2478,2013,12,13,6,0,12.0,0
2479,2013,12,13,7,0,12.0,0
2480,2013,12,13,8,0,13.0,0
2481,2013,12,13,9,0,11.0,0
2482,2013,12,13,10,0,9.0,0
2483,2013,12,13,11,0,9.0,0
2484,2013,12,13,12,0,9.0,0
2485,2013,12,13,13,0,9.0,0
2486,2013,12,13,14,0,9.0,0
2487,2013,12,13,15,0,10.0,0
2488,2013,12,13,16,0,10.0,0
2489,2013,12,13,17,0,13.0,0
2490,2013,12,13,18,0,12.0,0
2491,2013,12,13,19,0,10.0,0
2492,2013,12,13,20,0,11.0,0
2493,2013,12,13,21,0,13.0,0
2494,2013,12,13,22,0,13.0,0
2495,2013,12,13,23,0,13.0,0
2496,2013,12,14,0,0,13.0,0
2497,2013,12,14,1,0,13.0,0
2498,2013,12,14,2,0,13.0,0
2499,2013,12,14,3,0,13.0,0
2500,2013,12,14,4,0,13.0,0
2501,2013,12,14,5,0,13.0,0
2502,2013,12,14,6,0,13.0,0
2503,2013,12,14,7,0,13.0,0
2504,2013,12,14,8,0,13.0,0
2505,2013,12,14,9,0,13.0,0
2506,2013,12,14,10,0,13.0,0
2507,2013,12,14,11,0,14.0,0
2508,2013,12,14,12,0,14.0,0
2509,2013,12,14,13,0,14.0,0
2510,2013,12,14,14,0,13.0,0
2511,2013,12,14,15,0,13.0,0
2512,2013,12,14,16,0,14.0,0
2513,2013,12,14,17,0,14.0,0
2514,2013,12,14,18,0,15.0,0
2515,2013,12,14,19,0,15.0,0
2516,2013,12,14,20,0,15.0,0
2517,2013,12,14,21,0,15.0,0
2518,2013,12,14,22,0,15.0,0
2519,2013,12,14,23,0,15.0,0
2520,2013,12,15,0,0,14.0,0
2521,2013,12,15,1,0,14.0,0
2522,2013,12,15,2,0,14.0,0
2523,2013,12,15,3,0,14.0,0
2524,2013,12,15,4,0,14.0,0
2525,2013,12,15,5,0,14.0,0
2526,2013,12,15,6,0,14.0,0
2527,2013,12,15,7,0,14.0,0
2528,2013,12,15,8,0,14.0,0
2529,2013,12,15,9,0,14.0,0
2530,2013,12,15,10,0,14.0,0
2531,2013,12,15,11,0,14.0,0
2532,2013,12,15,12,0,13.0,0
2533,2013,12,15,13,0,14.0,0
2534,2013,12,15,14,0,11.0,0
2535,2013,12,15,15,0,13.0,0
2536,2013,12,15,16,0,14.0,0
2537,2013,12,15,17,0,14.0,0
2538,2013,12,15,18,0,14.0,0
2539,2013,12,15,19,0,14.0,0
2540,2013,12,15,20,0,14.0,0
2541,2013,12,15,21,0,14.0,0
2542,2013,12,15,22,0,14.0,0
2543,2013,12,15,23,0,14.0,0
2544,2013,12,16,0,0,14.0,0
2545,2013,12,16,1,0,14.0,0
2546,2013,12,16,2,0,14.0,0
2547,2013,12,16,3,0,14.0,0
2548,2013,12,16,4,0,14.0,0
2549,2013,12,16,5,0,14.0,0
2550,2013,12,16,6,0,15.0,0
2551,2013,12,16,7,0,14.0,0
2552,2013,12,16,8,0,13.0,0
2553,2013,12,16,9,0,7.0,0
2554,2013,12,16,10,0,6.0,0
2555,2013,12,16,11,0,4.0,0
2556,2013,12,16,12,0,4.0,0
2557,2013,12,16,13,0,4.0,0
2558,2013,12,16,14,0,4.0,0
2559,2013,12,16,15,0,4.0,0
2560,2013,12,16,16,0,4.0,0
2561,2013,12,16,17,0,11.0,0
2562,2013,12,16,18,0,13.0,0
2563,2013,12,16,19,0,14.0,0
2564,2013,12,16,20,0,14.0,0
2565,2013,12,16,21,0,15.0,0
2566,2013,12,16,22,0,15.0,0
2567,2013,12,16,23,0,15.0,0
2568,2013,12,17,0,0,15.0,0
2569,2013,12,17,1,0,15.0,0
2570,2013,12,17,2,0,15.0,0
2571,2013,12,17,3,0,15.0,0
2572,2013,12,17,4,0,15.0,0
2573,2013,12,17,5,0,15.0,0
2574,2013,12,17,6,0,15.0,0
2575,2013,12,17,7,0,15.0,0
2576,2013,12,17,8,0,13.0,0
2577,2013,12,17,9,0,9.0,0
2578,2013,12,17,10,0,7.0,0
2579,2013,12,17,11,0,7.0,0
2580,2013,12,17,12,0,7.0,0
2581,2013,12,17,13,0,7.0,0
2582,2013,12,17,14,0,7.0,0
2583,2013,12,17,15,0,7.0,0
2584,2013,12,17,16,0,8.0,0
2585,2013,12,17,17,0,11.0,0
2586,2013,12,17,18,0,15.0,0
2587,2013,12,17,19,0,16.0,0
2588,2013,12,17,20,0,16.0,0
2589,2013,12,17,21,0,14.0,0
2590,2013,12,17,22,0,14.0,0
2591,2013,12,17,23,0,14.0,0
2592,2013,12,18,0,0,14.0,0
2593,2013,12,18,1,0,14.0,0
2594,2013,12,18,2,0,13.0,0
2595,2013,12,18,3,0,13.0,0
2596,2013,12,18,4,0,13.0,0
2597,2013,12,18,5,0,13.0,0
2598,2013,12,18,6,0,13.0,0
2599,2013,12,18,7,0,14.0,0
2600,2013,12,18,8,0,11.0,0
2601,2013,12,18,9,0,7.0,0
2602,2013,12,18,10,0,4.0,0
2603,2013,12,18,11,0,7.0,0
2604,2013,12,18,12,0,7.0,0
2605,2013,12,18,13,0,7.0,0
2606,2013,12,18,14,0,7.0,0
2607,2013,12,18,15,0,7.0,0
2608,2013,12,18,16,0,8.0,0
2609,2013,12,18,17,0,10.0,0
2610,2013,12,18,18,0,11.0,0
2611,2013,12,18,19,0,12.0,0
2612,2013,12,18,20,0,10.0,0
2613,2013,12,18,21,0,11.0,0
2614,2013,12,18,22,0,11.0,0
2615,2013,12,18,23,0,11.0,0
2616,2013,12,19,0,0,11.0,0
2617,2013,12,19,1,0,11.0,0
2618,2013,12,19,2,0,11.0,0
2619,2013,12,19,3,0,11.0,0
2620,2013,12,19,4,0,11.0,0
2621,2013,12,19,5,0,11.0,0
2622,2013,12,19,6,0,12.0,0
2623,2013,12,19,7,0,13.0,0
2624,2013,12,19,8,0,10.0,0
2625,2013,12,19,9,0,7.0,0
2626,2013,12,19,10,0,6.0,0
2627,2013,12,19,11,0,11.0,0
2628,2013,12,19,12,0,11.0,0
2629,2013,12,19,13,0,11.0,0
2630,2013,12,19,14,0,11.0,0
2631,2013,12,19,15,0,11.0,0
2632,2013,12,19,16,0,11.0,0
2633,2013,12,19,17,0,14.0,0
2634,2013,12,19,18,0,16.0,0
2635,2013,12,19,19,0,15.0,0
2636,2013,12,19,20,0,15.0,0
2637,2013,12,19,21,0,15.0,0
2638,2013,12,19,22,0,15.0,0
2639,2013,12,19,23,0,15.0,0
2640,2013,12,20,0,0,15.0,0
2641,2013,12,20,1,0,15.0,0
2642,2013,12,20,2,0,14.0,0
2643,2013,12,20,3,0,14.0,0
2644,2013,12,20,4,0,14.0,0
2645,2013,12,20,5,0,14.0,0
2646,2013,12,20,6,0,15.0,0
2647,2013,12,20,7,0,15.0,0
2648,2013,12,20,8,0,12.0,0
2649,2013,12,20,9,0,8.0,0
2650,2013,12,20,10,0,6.0,0
2651,2013,12,20,11,0,3.0,0
2652,2013,12,20,12,0,3.0,0
2653,2013,12,20,13,0,3.0,0
2654,2013,12,20,14,0,2.0,0
2655,2013,12,20,15,0,2.0,0
2656,2013,12,20,16,0,2.0,0
2657,2013,12,20,17,0,3.0,0
2658,2013,12,20,18,0,8.0,0
2659,2013,12,20,19,0,7.0,0
2660,2013,12,20,20,0,7.0,0
2661,2013,12,20,21,0,2.0,0
2662,2013,12,20,22,0,2.0,0
2663,2013,12,20,23,0,7.0,0
2664,2013,12,21,0,0,7.0,0
2665,2013,12,21,1,0,6.0,0
2666,2013,12,21,2,0,7.0,0
2667,2013,12,21,3,0,7.0,0
2668,2013,12,21,4,0,6.0,0
2669,2013,12,21,5,0,7.0,0
2670,2013,12,21,6,0,7.0,0
2671,2013,12,21,7,0,6.0,0
2672,2013,12,21,8,0,7.0,0
2673,2013,12,21,9,0,6.0,0
2674,2013,12,21,10,0,6.0,0
2675,2013,12,21,11,0,7.0,0
2676,2013,12,21,12,0,5.0,0
2677,2013,12,21,13,0,6.0,0
2678,2013,12,21,14,0,6.0,0
2679,2013,12,21,15,0,6.0,0
2680,2013,12,21,16,0,5.0,0
2681,2013,12,21,17,0,5.0,0
2682,2013,12,21,18,0,6.0,0
2683,2013,12,21,19,0,5.0,0
2684,2013,12,21,20,0,6.0,0
2685,2013,12,21,21,0,10.0,0
2686,2013,12,21,22,0,9.0,0
2687,2013,12,21,23,0,10.0,0
2688,2013,12,22,0,0,10.0,0
2689,2013,12,22,1,0,10.0,0
2690,2013,12,22,2,0,9.0,0
2691,2013,12,22,3,0,9.0,0
2692,2013,12,22,4,0,9.0,0
2693,2013,12,22,5,0,8.0,0
2694,2013,12,22,6,0,9.0,0
2695,2013,12,22,7,0,8.0,0
2696,2013,12,22,8,0,9.0,0
2697,2013,12,22,9,0,8.0,0
2698,2013,12,22,10,0,9.0,0
2699,2013,12,22,11,0,14.0,0
2700,2013,12,22,12,0,12.0,0
2701,2013,12,22,13,0,12.0,0
2702,2013,12,22,14,0,13.0,0
2703,2013,12,22,15,0,13.0,0
2704,2013,12,22,16,0,12.0,0
2705,2013,12,22,17,0,12.0,0
2706,2013,12,22,18,0,12.0,0
2707,2013,12,22,19,0,13.0,0
2708,2013,12,22,20,0,13.0,0
2709,2013,12,22,21,0,12.0,0
2710,2013,12,22,22,0,12.0,0
2711,2013,12,22,23,0,12.0,0
2712,2013,12,23,0,0,13.0,0
2713,2013,12,23,1,0,12.0,0
2714,2013,12,23,2,0,13.0,0
2715,2013,12,23,3,0,13.0,0
2716,2013,12,23,4,0,13.0,0
2717,2013,12,23,5,0,12.0,0
2718,2013,12,23,6,0,14.0,0
2719,2013,12,23,7,0,13.0,0
2720,2013,12,23,8,0,12.0,0
2721,2013,12,23,9,0,8.0,0
2722,2013,12,23,10,0,9.0,0
2723,2013,12,23,11,0,9.0,0
2724,2013,12,23,12,0,9.0,0
2725,2013,12,23,13,0,8.0,0
2726,2013,12,23,14,0,9.0,0
2727,2013,12,23,15,0,11.0,0
2728,2013,12,23,16,0,12.0,0
2729,2013,12,23,17,0,13.0,0
2730,2013,12,23,18,0,13.0,0
2731,2013,12,23,19,0,11.0,0
2732,2013,12,23,20,0,11.0,0
2733,2013,12,23,21,0,11.0,0
2734,2013,12,23,22,0,11.0,0
2735,2013,12,23,23,0,11.0,0
2736,2013,12,24,0,0,11.0,0
2737,2013,12,24,1,0,11.0,0
2738,2013,12,24,2,0,12.0,0
2739,2013,12,24,3,0,11.0,0
2740,2013,12,24,4,0,11.0,0
2741,2013,12,24,5,0,11.0,0
2742,2013,12,24,6,0,12.0,0
2743,2013,12,24,7,0,12.0,0
2744,2013,12,24,8,0,12.0,0
2745,2013,12,24,9,0,12.0,0
2746,2013,12,24,10,0,11.0,0
2747,2013,12,24,11,0,11.0,0
2748,2013,12,24,12,0,11.0,0
2749,2013,12,24,13,0,11.0,0
2750,2013,12,24,14,0,11.0,0
2751,2013,12,24,15,0,11.0,0
2752,2013,12,24,16,0,12.0,0
2753,2013,12,24,17,0,12.0,0
2754,2013,12,24,18,0,12.0,0
2755,2013,12,24,19,0,13.0,0
2756,2013,12,24,20,0,12.0,0
2757,2013,12,24,21,0,13.0,0
2758,2013,12,24,22,0,13.0,0
2759,2013,12,24,23,0,13.0,0
2760,2013,12,25,0,0,13.0,0
2761,2013,12,25,1,0,13.0,0
2762,2013,12,25,2,0,13.0,0
2763,2013,12,25,3,0,12.0,0
2764,2013,12,25,4,0,13.0,0
2765,2013,12,25,5,0,12.0,0
2766,2013,12,25,6,0,13.0,0
2767,2013,12,25,7,0,12.0,0
2768,2013,12,25,8,0,12.0,0
2769,2013,12,25,9,0,12.0,0
2770,2013,12,25,10,0,13.0,0
2771,2013,12,25,11,0,12.0,0
2772,2013,12,25,12,0,13.0,0
2773,2013,12,25,13,0,12.0,0
2774,2013,12,25,14,0,13.0,0
2775,2013,12,25,15,0,13.0,0
2776,2013,12,25,16,0,11.0,0
2777,2013,12,25,17,0,11.0,0
2778,2013,12,25,18,0,12.0,0
2779,2013,12,25,19,0,11.0,0
2780,2013,12,25,20,0,11.0,0
2781,2013,12,25,21,0,11.0,0
2782,2013,12,25,22,0,11.0,0
2783,2013,12,25,23,0,11.0,0
2784,2013,12,26,0,0,11.0,0
2785,2013,12,26,1,0,11.0,0
2786,2013,12,26,2,0,12.0,0
2787,2013,12,26,3,0,11.0,0
2788,2013,12,26,4,0,11.0,0
2789,2013,12,26,5,0,12.0,0
2790,2013,12,26,6,0,12.0,0
2791,2013,12,26,7,0,12.0,0
2792,2013,12,26,8,0,12.0,0
2793,2013,12,26,9,0,12.0,0
2794,2013,12,26,10,0,12.0,0
2795,2013,12,26,11,0,13.0,0
2796,2013,12,26,12,0,11.0,0
2797,2013,12,26,13,0,11.0,0
2798,2013,12,26,14,0,12.0,0
2799,2013,12,26,15,0,13.0,0
2800,2013,12,26,16,0,12.0,0
2801,2013,12,26,17,0,12.0,0
2802,2013,12,26,18,0,13.0,0
2803,2013,12,26,19,0,14.0,0
2804,2013,12,26,20,0,13.0,0
2805,2013,12,26,21,0,14.0,0
2806,2013,12,26,22,0,13.0,0
2807,2013,12,26,23,0,14.0,0
2808,2013,12,27,0,0,14.0,0
2809,2013,12,27,1,0,14.0,0
2810,2013,12,27,2,0,14.0,0
2811,2013,12,27,3,0,13.0,0
2812,2013,12,27,4,0,12.0,0
2813,2013,12,27,5,0,13.0,0
2814,2013,12,27,6,0,14.0,0
2815,2013,12,27,7,0,13.0,0
2816,2013,12,27,8,0,13.0,0
2817,2013,12,27,9,0,13.0,0
2818,2013,12,27,10,0,13.0,0
2819,2013,12,27,11,0,13.0,0
2820,2013,12,27,12,0,13.0,0
2821,2013,12,27,13,0,14.0,0
2822,2013,12,27,14,0,14.0,0
2823,2013,12,27,15,0,14.0,0
2824,2013,12,27,16,0,14.0,0
2825,2013,12,27,17,0,14.0,0
2826,2013,12,27,18,0,13.0,0
2827,2013,12,27,19,0,14.0,0
2828,2013,12,27,20,0,15.0,0
2829,2013,12,27,21,0,14.0,0
2830,2013,12,27,22,0,15.0,0
2831,2013,12,27,23,0,15.0,0
2832,2013,12,28,0,0,14.0,0
2833,2013,12,28,1,0,15.0,0
2834,2013,12,28,2,0,15.0,0
2835,2013,12,28,3,0,14.0,0
2836,2013,12,28,4,0,14.0,0
2837,2013,12,28,5,0,15.0,0
2838,2013,12,28,6,0,13.0,0
2839,2013,12,28,7,0,14.0,0
2840,2013,12,28,8,0,15.0,0
2841,2013,12,28,9,0,14.0,0
2842,2013,12,28,10,0,15.0,0
2843,2013,12,28,11,0,14.0,0
2844,2013,12,28,12,0,16.0,0
2845,2013,12,28,13,0,15.0,0
2846,2013,12,28,14,0,14.0,0
2847,2013,12,28,15,0,13.0,0
2848,2013,12,28,16,0,13.0,0
2849,2013,12,28,17,0,14.0,0
2850,2013,12,28,18,0,14.0,0
2851,2013,12,28,19,0,14.0,0
2852,2013,12,28,20,0,13.0,0
2853,2013,12,28,21,0,13.0,0
2854,2013,12,28,22,0,14.0,0
2855,2013,12,28,23,0,13.0,0
2856,2013,12,29,0,0,14.0,0
2857,2013,12,29,1,0,14.0,0
2858,2013,12,29,2,0,13.0,0
2859,2013,12,29,3,0,14.0,0
2860,2013,12,29,4,0,12.0,0
2861,2013,12,29,5,0,14.0,0
2862,2013,12,29,6,0,14.0,0
2863,2013,12,29,7,0,13.0,0
2864,2013,12,29,8,0,13.0,0
2865,2013,12,29,9,0,14.0,0
2866,2013,12,29,10,0,13.0,0
2867,2013,12,29,11,0,13.0,0
2868,2013,12,29,12,0,15.0,0
2869,2013,12,29,13,0,12.0,0
2870,2013,12,29,14,0,13.0,0
2871,2013,12,29,15,0,13.0,0
2872,2013,12,29,16,0,13.0,0
2873,2013,12,29,17,0,13.0,0
2874,2013,12,29,18,0,13.0,0
2875,2013,12,29,19,0,13.0,0
2876,2013,12,29,20,0,14.0,0
2877,2013,12,29,21,0,14.0,0
2878,2013,12,29,22,0,14.0,0
2879,2013,12,29,23,0,13.0,0
2880,2013,12,30,0,0,14.0,0
2881,2013,12,30,1,0,12.0,0
2882,2013,12,30,2,0,14.0,0
2883,2013,12,30,3,0,13.0,0
2884,2013,12,30,4,0,13.0,0
2885,2013,12,30,5,0,12.0,0
2886,2013,12,30,6,0,14.0,0
2887,2013,12,30,7,0,15.0,0
2888,2013,12,30,8,0,16.0,0
2889,2013,12,30,9,0,13.0,0
2890,2013,12,30,10,0,11.0,0
2891,2013,12,30,11,0,10.0,0
2892,2013,12,30,12,0,9.0,0
2893,2013,12,30,13,0,11.0,0
2894,2013,12,30,14,0,11.0,0
2895,2013,12,30,15,0,11.0,0
2896,2013,12,30,16,0,12.0,0
2897,2013,12,30,17,0,13.0,0
2898,2013,12,30,18,0,14.0,0
2899,2013,12,30,19,0,13.0,0
2900,2013,12,30,20,0,14.0,0
2901,2013,12,30,21,0,13.0,0
2902,2013,12,30,22,0,14.0,0
2903,2013,12,30,23,0,14.0,0
2904,2013,12,31,0,0,14.0,0
2905,2013,12,31,1,0,14.0,0
2906,2013,12,31,2,0,14.0,0
2907,2013,12,31,3,0,13.0,0
2908,2013,12,31,4,0,14.0,0
2909,2013,12,31,5,0,13.0,0
2910,2013,12,31,6,0,15.0,0
2911,2013,12,31,7,0,15.0,0
2912,2013,12,31,8,0,15.0,0
2913,2013,12,31,9,0,14.0,0
2914,2013,12,31,10,0,13.0,0
2915,2013,12,31,11,0,13.0,0
2916,2013,12,31,12,0,13.0,0
2917,2013,12,31,13,0,13.0,0
2918,2013,12,31,14,0,14.0,0
