TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD
308316,2021/12/8 19:02,279,1635,58.39,0
308317,2021/12/8 19:03,716,1081,15.87,0
308318,2021/12/8 19:03,1,5,76.57,0
308319,2021/12/8 19:06,376,748,67.46,0
308320,2021/12/8 19:06,112,261,19.22,0
308321,2021/12/8 19:08,382,1714,10.26,0
308322,2021/12/8 19:08,745,1635,28.67,0
308323,2021/12/8 19:08,341,1138,84.41,0
308324,2021/12/8 19:10,365,1377,31.6,0
308325,2021/12/8 19:14,778,1612,44.67,0
308326,2021/12/8 19:14,267,1261,7.55,0
308327,2021/12/8 19:15,685,1047,71.66,0
308328,2021/12/8 19:15,642,1916,47.91,0
308329,2021/12/8 19:15,284,1569,54.51,0
308330,2021/12/8 19:19,273,1707,9.46,0
308331,2021/12/8 19:20,855,401,44.87,0
308332,2021/12/8 19:20,21,1304,67.44,0
308333,2021/12/8 19:21,537,62,102.28,0
308334,2021/12/8 19:22,873,387,15.63,0
308335,2021/12/8 19:24,632,1751,28.76,0
308336,2021/12/8 19:24,667,386,76.93,0
308337,2021/12/8 19:26,977,1324,41.93,0
308338,2021/12/8 19:28,301,1475,88.41,0
308339,2021/12/8 19:28,247,787,6.98,0
308340,2021/12/8 19:28,475,569,27.86,0
308341,2021/12/8 19:28,910,212,42.66,0
308342,2021/12/8 19:29,899,1673,184.51,0
308343,2021/12/8 19:29,273,519,16.16,0
308344,2021/12/8 19:30,928,1807,27.84,0
308345,2021/12/8 19:30,12,1211,38.1,0
308346,2021/12/8 19:31,737,1525,105.05,0
308347,2021/12/8 19:33,745,1108,38.52,0
308348,2021/12/8 19:35,870,963,3.43,0
308349,2021/12/8 19:35,400,1333,15.37,0
308350,2021/12/8 19:39,893,1482,12.41,0
308351,2021/12/8 19:40,68,603,46.94,0
308352,2021/12/8 19:42,701,699,16.56,0
308353,2021/12/8 19:43,756,1267,27.78,0
308354,2021/12/8 19:45,261,1454,97.86,0
308355,2021/12/8 19:45,700,1903,3.35,0
308356,2021/12/8 19:46,40,961,121.83,0
308357,2021/12/8 19:48,531,357,69.99,0
308358,2021/12/8 19:48,389,1709,75.24,0
308359,2021/12/8 19:52,664,153,105.33,0
308360,2021/12/8 19:57,68,112,25.04,0
308361,2021/12/8 19:58,201,817,121.69,0
308362,2021/12/8 20:00,574,656,55.38,0
308363,2021/12/8 20:01,942,665,23.45,0
308364,2021/12/8 20:01,212,275,117.17,0
308365,2021/12/8 20:03,982,1683,27.81,0
308366,2021/12/8 20:05,627,1015,102.95,0
308367,2021/12/8 20:05,133,1226,35.57,0
308368,2021/12/8 20:06,712,830,8.95,0
308369,2021/12/8 20:06,213,884,26.42,0
308370,2021/12/8 20:09,716,1154,45.26,0
308371,2021/12/8 20:10,290,279,39.32,0
308372,2021/12/8 20:11,510,1427,80.34,0
308373,2021/12/8 20:11,444,1457,24.03,0
308374,2021/12/8 20:13,947,1490,204.68,0
308375,2021/12/8 20:14,55,599,41.35,0
308376,2021/12/8 20:15,712,505,12.4,0
308377,2021/12/8 20:16,141,941,45.61,0
308378,2021/12/8 20:17,407,1773,30.03,0
308379,2021/12/8 20:18,681,1208,53.66,0
308380,2021/12/8 20:19,122,549,15.2,0
308381,2021/12/8 20:20,387,1663,80.79,0
308382,2021/12/8 20:20,461,300,41.49,0
308383,2021/12/8 20:21,520,375,70.92,0
308384,2021/12/8 20:23,859,596,40.81,0
308385,2021/12/8 20:25,237,130,1.24,0
308386,2021/12/8 20:26,859,290,39.04,0
308387,2021/12/8 20:26,371,1313,35.65,0
308388,2021/12/8 20:27,910,725,36.98,0
308389,2021/12/8 20:28,140,863,132.87,0
308390,2021/12/8 20:28,900,833,105.17,0
308391,2021/12/8 20:29,681,312,78.12,0
308392,2021/12/8 20:29,142,514,123.15,0
308393,2021/12/8 20:31,648,1201,19.87,0
308394,2021/12/8 20:31,697,595,140.27,1
308395,2021/12/8 20:34,824,1485,55.4,0
308396,2021/12/8 20:34,642,1227,21.29,0
308397,2021/12/8 20:35,498,1936,43.78,0
308398,2021/12/8 20:36,389,1213,30.92,0
308399,2021/12/8 20:38,363,793,3.84,0
308400,2021/12/8 20:38,111,1631,120.4,0
308401,2021/12/8 20:41,534,404,22.93,0
308402,2021/12/8 20:42,925,437,33.84,0
308403,2021/12/8 20:42,417,1378,76.43,0
308404,2021/12/8 20:42,748,500,16.49,0
308405,2021/12/8 20:42,293,1738,69.91,0
308406,2021/12/8 20:44,314,1236,65.92,0
308407,2021/12/8 20:45,604,1045,21.62,0
308408,2021/12/8 20:48,28,88,139.71,0
308409,2021/12/8 20:49,273,822,13.2,0
308410,2021/12/8 20:54,855,1924,56.89,0
308411,2021/12/8 20:54,52,485,164.2,0
308412,2021/12/8 20:55,134,1310,20.32,0
308413,2021/12/8 20:57,335,1150,31.75,0
308414,2021/12/8 20:59,744,399,7.97,1
308415,2021/12/8 21:00,53,1434,5.9,0
308416,2021/12/8 21:05,841,1512,90.44,0
308417,2021/12/8 21:07,726,370,18.45,0
308418,2021/12/8 21:07,458,1515,118.47,0
308419,2021/12/8 21:09,662,1125,96.95,0
308420,2021/12/8 21:09,383,218,69.28,0
308421,2021/12/8 21:10,19,1491,12.15,0
308422,2021/12/8 21:13,689,1691,44.68,0
308423,2021/12/8 21:13,604,1760,19.11,0
308424,2021/12/8 21:15,113,740,188.99,0
308425,2021/12/8 21:22,118,683,75.36,0
308426,2021/12/8 21:22,677,314,28.66,0
308427,2021/12/8 21:24,388,373,18.62,0
308428,2021/12/8 21:25,158,1274,66.61,0
308429,2021/12/8 21:26,982,1451,38.2,0
308430,2021/12/8 21:29,690,1175,37.15,0
308431,2021/12/8 21:30,845,1432,97.44,0
308432,2021/12/8 21:34,488,115,26.58,0
308433,2021/12/8 21:35,826,933,52.61,0
308434,2021/12/8 21:40,300,697,27.8,0
308435,2021/12/8 21:46,219,1580,79.08,0
308436,2021/12/8 21:48,465,1700,93.67,0
308437,2021/12/8 21:49,638,1899,39.27,0
308438,2021/12/8 21:50,776,689,80.23,0
308439,2021/12/8 21:51,785,57,26.32,0
308440,2021/12/8 21:53,171,205,43.54,0
308441,2021/12/8 21:56,155,295,65.26,1
308442,2021/12/8 22:07,125,1238,76,0
308443,2021/12/8 22:09,314,119,50.74,0
308444,2021/12/8 22:09,131,1066,52.6,0
308445,2021/12/8 22:10,858,1433,96,0
308446,2021/12/8 22:14,349,969,124.1,0
308447,2021/12/8 22:19,616,1413,7.19,0
308448,2021/12/8 22:21,236,1277,72.26,0
308449,2021/12/8 22:21,340,458,22.72,0
308450,2021/12/8 22:24,610,280,61.28,0
308451,2021/12/8 22:24,810,733,110.27,0
308452,2021/12/8 22:24,386,1358,141.89,0
308453,2021/12/8 22:28,503,1971,4.83,0
308454,2021/12/8 22:29,271,1891,9.96,0
308455,2021/12/8 22:32,673,1106,5.53,0
308456,2021/12/8 22:33,878,1734,30.43,0
308457,2021/12/8 22:34,809,1311,41.28,0
308458,2021/12/8 22:38,615,190,9.61,0
308459,2021/12/8 22:38,781,745,55.98,0
308460,2021/12/8 22:38,2,968,13.62,0
308461,2021/12/8 22:39,840,249,49.95,0
308462,2021/12/8 22:41,925,328,42.21,0
308463,2021/12/8 22:44,748,1736,57.3,0
308464,2021/12/8 22:45,528,1712,83.27,0
308465,2021/12/8 22:51,226,810,11.69,0
308466,2021/12/8 22:52,450,1304,184.05,0
308467,2021/12/8 23:00,147,320,88.74,0
308468,2021/12/8 23:01,894,727,22.83,0
308469,2021/12/8 23:04,149,1035,28.99,0
308470,2021/12/8 23:04,499,1839,38.21,0
308471,2021/12/8 23:07,230,1679,13,0
308472,2021/12/8 23:08,519,1421,93.61,0
308473,2021/12/8 23:08,561,1357,108.07,0
308474,2021/12/8 23:19,17,517,97.25,0
308475,2021/12/8 23:22,415,1646,17.09,0
308476,2021/12/8 23:23,118,683,49.25,0
308477,2021/12/8 23:24,796,1532,14.69,0
308478,2021/12/8 23:28,689,1609,65.29,0
308479,2021/12/8 23:34,935,1695,11.89,0
308480,2021/12/8 23:44,188,16,21.92,0
308481,2021/12/8 23:45,720,1434,136.98,0
308482,2021/12/8 23:46,285,666,21.35,0
308483,2021/12/8 23:53,389,791,54.27,0
308484,2021/12/8 23:53,948,1736,8.53,0
308485,2021/12/8 23:58,653,452,94.1,0
308486,2021/12/9 0:04,191,1697,139.33,0
308487,2021/12/9 0:07,525,950,60.86,0
308488,2021/12/9 0:21,590,578,33.63,0
308489,2021/12/9 0:31,395,519,83.89,0
308490,2021/12/9 0:31,206,833,7.78,0
308491,2021/12/9 0:33,972,1866,14.18,0
308492,2021/12/9 0:49,524,829,59.69,0
308493,2021/12/9 0:53,775,998,17.95,0
308494,2021/12/9 0:58,703,1361,115.59,0
308495,2021/12/9 1:01,26,542,52.65,0
308496,2021/12/9 1:04,466,1716,75.04,0
308497,2021/12/9 1:04,870,756,68.56,0
308498,2021/12/9 1:07,474,1420,6.28,0
308499,2021/12/9 1:09,167,173,29.84,0
308500,2021/12/9 1:10,183,464,35.8,0
308501,2021/12/9 1:12,567,533,30.66,0
308502,2021/12/9 1:17,776,1251,92.17,0
308503,2021/12/9 1:18,773,1613,59.86,0
308504,2021/12/9 1:18,449,340,125.8,0
308505,2021/12/9 1:19,390,1925,10.68,0
308506,2021/12/9 1:26,26,1099,58.01,0
308507,2021/12/9 1:30,988,1062,86.17,0
308508,2021/12/9 1:32,382,1714,0.19,0
308509,2021/12/9 1:32,71,724,87.18,0
308510,2021/12/9 1:32,444,656,8.58,0
308511,2021/12/9 1:32,744,119,48.62,0
308512,2021/12/9 1:33,690,557,63.12,0
308513,2021/12/9 1:34,270,838,8.74,0
308514,2021/12/9 1:42,312,968,126.11,0
308515,2021/12/9 1:45,605,391,35.63,0
308516,2021/12/9 1:46,772,747,79.68,0
308517,2021/12/9 1:51,840,1897,39.13,0
308518,2021/12/9 1:51,453,743,104.12,0
308519,2021/12/9 1:51,388,208,8.34,0
308520,2021/12/9 1:53,255,735,99.96,0
308521,2021/12/9 1:53,454,443,63.3,0
308522,2021/12/9 1:55,519,1954,85.26,0
308523,2021/12/9 1:58,776,1836,94.76,0
308524,2021/12/9 2:03,352,1369,14.78,0
308525,2021/12/9 2:03,97,478,23.31,0
308526,2021/12/9 2:05,283,1851,52.5,0
308527,2021/12/9 2:05,932,1175,27.03,0
308528,2021/12/9 2:06,723,1010,79.82,0
308529,2021/12/9 2:11,415,146,66.3,0
308530,2021/12/9 2:14,925,1815,33.31,0
308531,2021/12/9 2:17,761,784,42.07,0
308532,2021/12/9 2:17,79,1468,157.35,0
308533,2021/12/9 2:18,660,124,118.65,0
308534,2021/12/9 2:23,569,1020,111.15,0
308535,2021/12/9 2:26,2,1318,137.83,0
308536,2021/12/9 2:26,46,182,50.33,0
308537,2021/12/9 2:28,573,295,38.63,1
308538,2021/12/9 2:29,900,850,124.45,0
308539,2021/12/9 2:30,893,244,12.22,0
308540,2021/12/9 2:30,982,1476,46.35,0
308541,2021/12/9 2:33,528,297,105.32,0
308542,2021/12/9 2:37,362,1592,142.65,0
308543,2021/12/9 2:39,531,1864,17.27,0
308544,2021/12/9 2:42,378,1439,120.51,0
308545,2021/12/9 2:43,5,568,48.56,0
308546,2021/12/9 2:44,192,1763,16.89,0
308547,2021/12/9 2:45,158,115,13.52,0
308548,2021/12/9 2:46,548,1964,62.19,0
308549,2021/12/9 2:49,179,1012,43.2,0
308550,2021/12/9 2:50,279,1841,119.8,0
308551,2021/12/9 2:52,237,1797,2.93,0
308552,2021/12/9 2:53,555,1954,4.47,0
308553,2021/12/9 2:55,514,1447,45.67,0
308554,2021/12/9 2:55,649,555,41.97,0
308555,2021/12/9 2:55,627,374,34.11,0
308556,2021/12/9 2:59,544,1161,118.95,0
308557,2021/12/9 3:04,158,952,17.63,0
308558,2021/12/9 3:06,838,1734,23.3,0
308559,2021/12/9 3:08,593,1598,35.15,0
308560,2021/12/9 3:09,652,1555,90.24,0
308561,2021/12/9 3:10,625,1158,49.33,0
308562,2021/12/9 3:11,845,1271,155.17,0
308563,2021/12/9 3:11,541,171,27.39,0
308564,2021/12/9 3:14,941,980,54.64,0
308565,2021/12/9 3:17,493,518,9.22,0
308566,2021/12/9 3:17,286,1283,6.49,0
308567,2021/12/9 3:20,955,770,33.12,0
308568,2021/12/9 3:21,876,680,38.2,0
308569,2021/12/9 3:23,202,1871,63.24,0
308570,2021/12/9 3:23,369,1842,109.43,0
308571,2021/12/9 3:25,574,1859,92.12,0
308572,2021/12/9 3:26,156,222,108.89,0
308573,2021/12/9 3:26,214,1499,25.8,0
308574,2021/12/9 3:26,476,1359,76.88,0
308575,2021/12/9 3:27,505,435,34.12,0
308576,2021/12/9 3:27,769,606,31.59,0
308577,2021/12/9 3:28,544,1693,125.32,0
308578,2021/12/9 3:29,416,1555,18.63,0
308579,2021/12/9 3:29,954,1919,74.66,0
308580,2021/12/9 3:30,409,1329,110.88,0
308581,2021/12/9 3:31,198,541,88.56,0
308582,2021/12/9 3:31,77,1783,56.31,0
308583,2021/12/9 3:31,114,970,37.91,0
308584,2021/12/9 3:31,370,1992,6.67,0
308585,2021/12/9 3:31,962,165,35.52,0
308586,2021/12/9 3:32,158,419,77.67,0
308587,2021/12/9 3:34,971,1025,113.05,0
308588,2021/12/9 3:35,653,244,98.34,0
308589,2021/12/9 3:37,525,355,24.14,0
308590,2021/12/9 3:40,210,655,15.48,0
308591,2021/12/9 3:41,218,1857,25.3,0
308592,2021/12/9 3:44,861,120,40.88,0
308593,2021/12/9 3:46,487,925,54.21,0
308594,2021/12/9 3:46,587,512,9.73,0
308595,2021/12/9 3:47,675,468,94.47,0
308596,2021/12/9 3:48,181,1832,68.69,0
308597,2021/12/9 3:48,537,1547,87.26,0
308598,2021/12/9 3:50,799,368,41.38,0
308599,2021/12/9 3:51,520,1254,116.38,0
308600,2021/12/9 3:54,566,1137,56.39,0
308601,2021/12/9 3:55,725,516,99.53,0
308602,2021/12/9 3:55,421,1211,13.74,0
308603,2021/12/9 3:55,502,1337,42.06,0
308604,2021/12/9 3:57,846,1133,14.73,0
308605,2021/12/9 4:00,55,1677,46.74,0
308606,2021/12/9 4:00,624,227,9.31,0
308607,2021/12/9 4:02,149,1109,37.28,0
308608,2021/12/9 4:04,765,1508,95.11,0
308609,2021/12/9 4:06,807,291,26.94,0
308610,2021/12/9 4:06,3,874,16.25,0
308611,2021/12/9 4:06,152,1634,41.5,0
308612,2021/12/9 4:10,1,1439,16.4,0
308613,2021/12/9 4:10,165,589,5.33,0
308614,2021/12/9 4:10,361,156,109.52,0
308615,2021/12/9 4:13,65,161,8.69,0
308616,2021/12/9 4:16,726,1769,89.45,0
308617,2021/12/9 4:16,397,756,96.59,0
308618,2021/12/9 4:18,238,1047,3.18,0
308619,2021/12/9 4:20,382,43,11.57,0
308620,2021/12/9 4:22,535,1297,3.49,0
308621,2021/12/9 4:22,714,1347,99.34,0
308622,2021/12/9 4:22,463,1489,122.21,0
308623,2021/12/9 4:24,596,298,45.26,0
308624,2021/12/9 4:24,339,791,119.4,0
308625,2021/12/9 4:25,52,1155,108.38,0
308626,2021/12/9 4:27,887,1647,42.56,0
308627,2021/12/9 4:28,130,1670,14,0
308628,2021/12/9 4:28,456,1707,24.15,0
308629,2021/12/9 4:29,798,772,128.3,0
308630,2021/12/9 4:29,144,707,57.29,0
308631,2021/12/9 4:29,651,1762,76.02,0
308632,2021/12/9 4:29,389,89,62.37,0
308633,2021/12/9 4:31,710,1951,162.42,0
308634,2021/12/9 4:31,69,741,48.68,0
308635,2021/12/9 4:32,650,557,84.08,0
308636,2021/12/9 4:32,880,541,94.72,0
308637,2021/12/9 4:35,947,1678,115.59,0
308638,2021/12/9 4:35,698,1698,10.91,0
308639,2021/12/9 4:36,775,1723,47.07,0
308640,2021/12/9 4:37,753,1062,9.02,0
308641,2021/12/9 4:38,627,92,93.52,1
308642,2021/12/9 4:38,204,1368,62.76,0
308643,2021/12/9 4:39,488,510,12.02,0
308644,2021/12/9 4:40,461,1918,47.89,0
308645,2021/12/9 4:40,604,229,29.54,0
308646,2021/12/9 4:40,597,355,51.33,0
308647,2021/12/9 4:40,194,952,92.28,0
308648,2021/12/9 4:41,255,1008,39.5,0
308649,2021/12/9 4:41,872,37,56.35,0
308650,2021/12/9 4:41,569,1883,142.13,0
308651,2021/12/9 4:42,618,100,7.26,0
308652,2021/12/9 4:42,194,889,95.5,0
308653,2021/12/9 4:43,703,1907,80.27,0
308654,2021/12/9 4:43,698,1986,34.94,0
308655,2021/12/9 4:44,328,1006,78.99,0
308656,2021/12/9 4:45,849,398,112.61,0
308657,2021/12/9 4:46,39,1746,30.92,0
308658,2021/12/9 4:46,934,1939,44.66,1
308659,2021/12/9 4:47,987,881,37.05,0
308660,2021/12/9 4:47,786,170,23.53,0
308661,2021/12/9 4:48,982,470,25.69,0
308662,2021/12/9 4:49,161,724,100.21,0
308663,2021/12/9 4:51,627,21,100.9,1
308664,2021/12/9 4:52,675,311,57.86,0
308665,2021/12/9 4:53,115,1211,52.92,0
308666,2021/12/9 4:53,775,472,42.59,0
308667,2021/12/9 4:56,618,1853,5.81,0
308668,2021/12/9 4:56,264,766,97.99,0
308669,2021/12/9 4:59,786,892,49.77,0
308670,2021/12/9 4:59,750,1083,52.1,0
308671,2021/12/9 5:00,569,1656,97.41,0
308672,2021/12/9 5:00,940,1043,44.9,0
308673,2021/12/9 5:02,53,1540,4.05,0
308674,2021/12/9 5:02,648,634,13.44,0
308675,2021/12/9 5:03,981,1362,24.53,0
308676,2021/12/9 5:04,768,246,92.92,0
308677,2021/12/9 5:04,467,989,98.3,0
308678,2021/12/9 5:04,181,1832,83.6,0
308679,2021/12/9 5:05,20,1488,16.76,0
308680,2021/12/9 5:06,782,840,17.92,0
308681,2021/12/9 5:06,271,286,8.91,0
308682,2021/12/9 5:06,717,253,63.64,0
308683,2021/12/9 5:08,53,1503,14.2,0
308684,2021/12/9 5:08,612,1751,51.66,0
308685,2021/12/9 5:09,375,623,33.47,0
308686,2021/12/9 5:10,497,433,33.29,0
308687,2021/12/9 5:10,712,1522,58.8,0
308688,2021/12/9 5:11,642,1916,57.85,0
308689,2021/12/9 5:11,547,1581,53.06,0
308690,2021/12/9 5:12,971,1413,126.28,0
308691,2021/12/9 5:12,450,244,99.69,0
308692,2021/12/9 5:12,787,40,51.11,0
308693,2021/12/9 5:13,255,636,54.33,0
308694,2021/12/9 5:13,574,656,71.23,0
308695,2021/12/9 5:14,419,1490,7.87,0
308696,2021/12/9 5:15,271,1025,12.68,0
308697,2021/12/9 5:15,880,184,129.58,0
308698,2021/12/9 5:15,409,426,35.85,0
308699,2021/12/9 5:16,810,733,65.1,0
308700,2021/12/9 5:16,68,371,23.41,0
308701,2021/12/9 5:17,960,655,154.92,0
308702,2021/12/9 5:17,633,590,77.5,0
308703,2021/12/9 5:17,890,1503,77.41,0
308704,2021/12/9 5:17,439,1142,22.59,0
308705,2021/12/9 5:20,647,309,15.81,0
308706,2021/12/9 5:20,261,405,112.72,0
308707,2021/12/9 5:20,832,340,87.89,0
308708,2021/12/9 5:21,705,1674,38.01,0
308709,2021/12/9 5:22,745,1841,48.33,0
308710,2021/12/9 5:22,241,1249,95.95,0
308711,2021/12/9 5:23,476,1536,123.39,0
308712,2021/12/9 5:23,768,1779,42.6,0
308713,2021/12/9 5:24,52,925,2.88,0
308714,2021/12/9 5:25,115,1715,36.15,0
308715,2021/12/9 5:26,857,1907,52.58,0
308716,2021/12/9 5:27,423,609,12.33,0
308717,2021/12/9 5:29,255,93,103.56,0
308718,2021/12/9 5:29,100,105,13.94,0
308719,2021/12/9 5:30,311,951,61.98,0
308720,2021/12/9 5:31,786,104,12.62,0
308721,2021/12/9 5:31,35,235,96.76,0
308722,2021/12/9 5:34,590,92,41.16,0
308723,2021/12/9 5:35,877,1839,119.35,0
308724,2021/12/9 5:36,681,629,45.79,0
308725,2021/12/9 5:36,138,889,99.25,0
308726,2021/12/9 5:36,483,1706,14.02,0
308727,2021/12/9 5:37,129,1119,36.99,0
308728,2021/12/9 5:39,78,1451,65.66,0
308729,2021/12/9 5:39,466,1157,43.3,0
308730,2021/12/9 5:39,876,1167,45.17,0
308731,2021/12/9 5:41,367,1483,6.66,0
308732,2021/12/9 5:42,810,733,153.51,0
308733,2021/12/9 5:42,64,668,215.01,0
308734,2021/12/9 5:42,156,261,83.64,0
308735,2021/12/9 5:43,349,456,77.35,0
308736,2021/12/9 5:44,92,101,115.37,0
308737,2021/12/9 5:45,295,58,85.82,0
308738,2021/12/9 5:46,937,1750,132.58,0
308739,2021/12/9 5:46,323,1256,1.13,0
308740,2021/12/9 5:46,852,1374,91.34,0
308741,2021/12/9 5:50,795,1047,14.78,0
308742,2021/12/9 5:50,89,1833,39.71,0
308743,2021/12/9 5:50,557,222,63.3,0
308744,2021/12/9 5:51,866,1420,69.02,0
308745,2021/12/9 5:52,702,1457,22.45,0
308746,2021/12/9 5:53,601,651,7.28,0
308747,2021/12/9 5:53,287,1367,3.23,0
308748,2021/12/9 5:54,846,1359,4.29,0
308749,2021/12/9 5:56,25,404,138.18,0
308750,2021/12/9 5:56,372,135,57.84,0
308751,2021/12/9 5:56,239,1526,26,0
308752,2021/12/9 5:56,791,163,61.53,0
308753,2021/12/9 5:57,3,485,13.82,1
308754,2021/12/9 5:58,587,512,13.31,0
308755,2021/12/9 5:59,889,1413,23.18,0
308756,2021/12/9 5:59,596,1337,30.03,0
308757,2021/12/9 6:01,498,1996,8.81,0
308758,2021/12/9 6:02,593,500,29.31,0
308759,2021/12/9 6:02,668,202,137.6,0
308760,2021/12/9 6:03,831,43,63.16,0
308761,2021/12/9 6:04,574,135,32.67,0
308762,2021/12/9 6:04,287,984,12.5,0
308763,2021/12/9 6:06,381,223,9.45,0
308764,2021/12/9 6:07,562,5,63.38,0
308765,2021/12/9 6:07,387,1346,64.91,0
308766,2021/12/9 6:07,80,1014,14.1,0
308767,2021/12/9 6:08,62,816,35.35,0
308768,2021/12/9 6:09,303,1321,83.06,0
308769,2021/12/9 6:09,83,884,98.55,0
308770,2021/12/9 6:09,745,1108,71.55,0
308771,2021/12/9 6:11,786,892,35.17,0
308772,2021/12/9 6:12,226,1568,23.42,0
308773,2021/12/9 6:12,955,1232,65.65,0
308774,2021/12/9 6:13,955,7,20.41,0
308775,2021/12/9 6:14,374,954,9.09,0
308776,2021/12/9 6:14,302,111,4.32,0
308777,2021/12/9 6:14,406,238,47.78,0
308778,2021/12/9 6:15,959,361,161.41,0
308779,2021/12/9 6:15,270,838,31.68,0
308780,2021/12/9 6:15,536,1767,66.23,0
308781,2021/12/9 6:15,328,655,85.12,0
308782,2021/12/9 6:16,82,754,34.74,1
308783,2021/12/9 6:16,472,735,56.13,0
308784,2021/12/9 6:17,683,1696,219.02,0
308785,2021/12/9 6:19,406,1968,172.95,0
308786,2021/12/9 6:21,315,1395,42.27,0
308787,2021/12/9 6:21,421,1227,17.94,0
308788,2021/12/9 6:21,474,1945,14.33,0
308789,2021/12/9 6:23,228,685,128.12,0
308790,2021/12/9 6:24,675,429,140.93,0
308791,2021/12/9 6:24,25,1693,151.92,0
308792,2021/12/9 6:25,742,1928,49.16,0
308793,2021/12/9 6:27,116,1712,66.26,0
308794,2021/12/9 6:27,473,1771,22.96,0
308795,2021/12/9 6:27,25,1884,96.87,0
308796,2021/12/9 6:28,633,1064,17.01,0
308797,2021/12/9 6:29,241,1647,64.89,0
308798,2021/12/9 6:29,132,1068,17,0
308799,2021/12/9 6:29,352,1940,30.82,0
308800,2021/12/9 6:30,181,1914,52.37,0
308801,2021/12/9 6:31,260,350,38.35,0
308802,2021/12/9 6:32,255,1722,62.59,0
308803,2021/12/9 6:32,439,1142,30.06,0
308804,2021/12/9 6:32,778,1736,80.78,0
308805,2021/12/9 6:34,37,54,14.02,0
308806,2021/12/9 6:35,284,1980,70.24,0
308807,2021/12/9 6:35,280,1000,48.51,0
308808,2021/12/9 6:35,681,1237,56.45,0
308809,2021/12/9 6:39,808,1462,5.8,0
308810,2021/12/9 6:40,382,360,17.4,0
308811,2021/12/9 6:41,591,199,51.58,0
308812,2021/12/9 6:41,335,288,136.23,0
308813,2021/12/9 6:43,972,1,19.75,0
308814,2021/12/9 6:43,271,1025,4.45,0
308815,2021/12/9 6:45,6,1175,21.81,0
308816,2021/12/9 6:51,544,1693,24.16,0
308817,2021/12/9 6:51,67,1848,55.29,0
308818,2021/12/9 6:51,600,1773,8.56,0
308819,2021/12/9 6:51,322,1695,30.42,0
308820,2021/12/9 6:51,333,316,46.69,0
308821,2021/12/9 6:52,270,119,23.64,0
308822,2021/12/9 6:52,288,977,49.73,0
308823,2021/12/9 6:52,365,1377,73.48,0
308824,2021/12/9 6:53,134,1644,131.3,0
308825,2021/12/9 6:53,46,1136,75.01,0
308826,2021/12/9 6:54,668,608,125.36,0
308827,2021/12/9 6:54,519,922,77.97,0
308828,2021/12/9 6:55,609,1436,19.72,0
308829,2021/12/9 6:55,522,1291,54.84,0
308830,2021/12/9 6:55,554,1284,48.57,0
308831,2021/12/9 6:56,284,56,32.34,0
308832,2021/12/9 6:57,596,460,45.06,0
308833,2021/12/9 6:57,189,185,44.68,0
308834,2021/12/9 6:58,402,1860,9.04,0
308835,2021/12/9 6:59,424,1661,29.02,0
308836,2021/12/9 7:01,73,661,41.04,0
308837,2021/12/9 7:02,970,1325,132.22,0
308838,2021/12/9 7:03,720,564,112.96,0
308839,2021/12/9 7:03,877,193,111.48,0
308840,2021/12/9 7:03,177,1144,29.23,0
308841,2021/12/9 7:06,98,540,6.43,0
308842,2021/12/9 7:06,548,1267,21.08,0
308843,2021/12/9 7:07,437,203,119.08,0
308844,2021/12/9 7:07,564,1221,101.32,0
308845,2021/12/9 7:07,691,739,12.26,0
308846,2021/12/9 7:07,423,1055,37.46,0
308847,2021/12/9 7:08,25,254,106.24,0
308848,2021/12/9 7:08,627,787,61.9,1
308849,2021/12/9 7:09,752,163,21.73,0
308850,2021/12/9 7:10,497,1924,12.52,0
308851,2021/12/9 7:10,29,618,67.95,0
308852,2021/12/9 7:10,304,106,130.06,0
308853,2021/12/9 7:10,840,249,71.79,0
308854,2021/12/9 7:10,924,1620,43.39,0
308855,2021/12/9 7:10,350,1238,45.51,0
308856,2021/12/9 7:10,228,827,63.77,0
308857,2021/12/9 7:11,642,754,64.28,1
308858,2021/12/9 7:12,454,443,77.68,0
308859,2021/12/9 7:12,508,1073,71.4,0
308860,2021/12/9 7:15,128,779,39.69,0
308861,2021/12/9 7:15,169,383,24.34,0
308862,2021/12/9 7:15,935,474,7.5,0
308863,2021/12/9 7:16,911,79,35.39,0
308864,2021/12/9 7:16,162,595,53.48,0
308865,2021/12/9 7:18,223,1745,48.54,0
308866,2021/12/9 7:18,624,1105,25.29,0
308867,2021/12/9 7:19,759,1971,65.35,0
308868,2021/12/9 7:20,81,1183,90.87,0
308869,2021/12/9 7:20,790,423,21.95,0
308870,2021/12/9 7:20,512,219,79.84,0
308871,2021/12/9 7:20,705,927,25.5,0
308872,2021/12/9 7:21,481,1303,12.1,0
308873,2021/12/9 7:22,186,729,71.17,0
308874,2021/12/9 7:22,803,1731,47.21,0
308875,2021/12/9 7:23,960,1060,129.49,0
308876,2021/12/9 7:23,229,1249,121.5,0
308877,2021/12/9 7:23,566,36,32.09,0
308878,2021/12/9 7:24,112,261,28.67,0
308879,2021/12/9 7:24,913,1669,38.11,0
308880,2021/12/9 7:25,220,1344,78.11,0
308881,2021/12/9 7:26,341,1480,47.77,0
308882,2021/12/9 7:27,164,1842,51.94,0
308883,2021/12/9 7:27,6,1762,19.61,0
308884,2021/12/9 7:27,363,1906,14.8,0
